id,longitude,latitude,basin,district_code,population,public_meeting
49160mx,33.80820365,-9.26490615,Lake Nyasa,4,0.0,True
42590,34.88528902,-4.52955933,Internal,2,1.0,True
65061us,32.93560733,-2.73058818,Lake Victoria,7,0.0,
25243da,38.89222176,-6.55518496,Wami / Ruvu,1,120.0,True
30320m,35.03703681,-8.42514709,Rufiji,2,0.0,False
69136ta,32.92664058,-3.38385319,Lake Victoria,3,0.0,True
28993,34.66608182,-10.11737861,Lake Nyasa,5,75.0,True
25367,33.65740754,-8.71364972,Rufiji,7,0.0,True
53109,31.54565218,-1.79755891,Lake Victoria,3,0.0,True
18169kc,38.79313243,-6.61199206,Wami / Ruvu,2,1.0,True
18729kb,38.61120263,-5.29027945,Pangani,2,1000.0,True
40750i,38.234377,-4.5503444,Pangani,1,1.0,True
16363pxh,32.86485927,-9.17121546,Lake Rukwa,6,0.0,True
52686naw,32.97706641,-2.02641667,Lake Victoria,1,350.0,True
50841,34.68011713,-9.10287383,Rufiji,4,75.0,True
12656ct,36.16149404,-11.33098359,Ruvuma / Southern Coast,5,300.0,True
21315nxp,35.67657721,-3.33984698,Internal,30,2000.0,True
32543,0.0,-2e-08,Lake Victoria,1,0.0,True
73274jrk,33.86953484,-2.00979593,Lake Victoria,4,,True
20697bx,33.55167374,-2.5235996,Lake Victoria,2,0.0,True
5009,37.57126251,-3.26699783,Pangani,4,1.0,True
19781ne,35.42732704,-4.22849934,Internal,1,240.0,True
56226,38.83725814,-5.27167051,Pangani,5,360.0,True
69168uek,37.12804102,-3.37455275,Pangani,5,500.0,True
26962k,32.42233573,-3.80525256,Lake Tanganyika,3,0.0,
43964xd,34.55450414,-9.32779984,Lake Nyasa,4,80.0,True
72849,39.51314946,-8.52663369,Ruvuma / Southern Coast,13,100.0,True
15974tmn,39.27572898,-7.19024193,Wami / Ruvu,4,100.0,True
5071wzb,37.44218701,-6.30481702,Wami / Ruvu,6,1.0,False
44480f,35.36339416,-4.5214177000000015,Internal,2,321.0,True
54327k,38.97559638,-5.34919285,Pangani,5,400.0,False
55560gyu,33.56612386,-9.07696728,Lake Nyasa,4,0.0,True
5563x,31.04039338,-3.09913295,Lake Tanganyika,4,0.0,True
44490sv,33.07124893,-3.80317808,Lake Victoria,3,0.0,True
4379,33.59875806,-3.22196269,Lake Victoria,2,0.0,True
58526,38.22743616,-4.87176277,Pangani,2,100.0,True
41227f,35.149025,-9.27265742,Rufiji,4,350.0,True
9069fv,35.76905193,-10.58669757,Lake Nyasa,5,250.0,True
32952,0.0,-2e-08,Lake Victoria,1,0.0,True
42342fp,33.34648408,-2.96690911,Lake Victoria,4,0.0,True
5455m,31.3660232,-8.25477048,Lake Tanganyika,2,300.0,True
39280zk,38.70894762,-5.05474742,Pangani,3,50.0,True
43079zto,32.76956657,-9.10263864,Lake Rukwa,6,0.0,True
46510,0.0,-2e-08,Lake Victoria,6,0.0,True
17088,36.32262329,-6.03050007,Wami / Ruvu,3,,True
61476xu,40.07786865,-10.21431825,Ruvuma / Southern Coast,1,300.0,True
44578ro,37.45548799,-11.14334329,Ruvuma / Southern Coast,1,1.0,True
46507gwo,38.85858658,-6.78267855,Wami / Ruvu,2,10.0,True
38201fk,32.74417171,-9.09321176,Lake Rukwa,6,0.0,True
15306,0.0,-2e-08,Lake Victoria,1,0.0,
20347px,36.48244295,-3.13520954,Internal,1,1.0,True
72772c,31.18131668,-1.4610386999999998,Lake Victoria,1,0.0,True
52991b,31.97383145,-3.54821462,Lake Tanganyika,5,0.0,True
68844vef,35.81605603,-7.91065587,Rufiji,7,400.0,True
16923g,37.28293669,-6.34852145,Wami / Ruvu,1,450.0,True
22283,30.25587707,-4.51435586,Lake Tanganyika,2,250.0,True
54056t,37.45107256,-3.29403073,Pangani,4,70.0,True
3968,38.07395506,-4.61880133,Pangani,2,350.0,True
33094,33.85391373,-9.59141452,Lake Nyasa,3,0.0,True
20020,37.03586638,-7.77233134,Rufiji,3,200.0,True
25712,34.75029153,-1.8313025,Lake Victoria,2,150.0,True
30261uy,36.62934435,-3.31695707,Pangani,2,200.0,True
38474np,31.15676686,-1.75251983,Lake Victoria,1,0.0,True
36914h,33.59105389,-3.30595024,Internal,2,0.0,True
21383,35.77902379,-10.5459247,Lake Nyasa,5,420.0,True
45754x,33.99523827,-1.72902152,Lake Victoria,3,250.0,
11961pt,36.68994849,-5.9501675,Wami / Ruvu,3,0.0,True
59071xod,29.64870608,-4.79915002,Lake Tanganyika,3,250.0,True
458ch,36.96797076,-3.34146691,Pangani,7,400.0,True
1678j,0.0,-2e-08,Lake Victoria,1,0.0,True
32502lim,36.68622061,-3.33998033,Pangani,2,150.0,True
14763m,35.77289370000001,-4.62535954,Internal,1,0.0,True
41826mrp,33.92802621,-9.40238092,Lake Nyasa,4,0.0,True
17360,30.07453756,-4.24885988,Lake Tanganyika,2,650.0,True
62435u,33.33622517,-8.96403472,Lake Rukwa,2,0.0,True
60873vpl,36.89739004,-7.86344945,Rufiji,3,260.0,True
61750ogo,38.90525403,-6.72442943,Wami / Ruvu,2,,True
47384d,30.10540086,-4.36713441,Lake Tanganyika,2,620.0,True
11570tv,33.21009759,-4.04968477,Internal,1,0.0,False
5769su,35.52855220000001,-10.82908533,Ruvuma / Southern Coast,2,0.0,True
41064,32.37488694,-3.90063613,Lake Tanganyika,3,0.0,True
2296rt,33.95147444,-9.45085004,Lake Nyasa,3,0.0,True
30758p,37.16901334,-10.71757308,Ruvuma / Southern Coast,1,1.0,False
11249,34.60868542,-9.77940111,Lake Nyasa,5,45.0,True
8975ulc,32.52331056,-3.97850936,Lake Tanganyika,3,0.0,True
15697eqf,34.96104182,-5.1052725,Internal,2,1.0,True
55516mv,33.90648512,-9.28853174,Lake Nyasa,4,0.0,True
68770cjz,38.93853758,-7.72578383,Rufiji,53,1.0,False
73545,35.37394148,-6.50056261,Internal,6,0.0,True
21946rzy,36.89894516,-6.10009329,Wami / Ruvu,1,150.0,True
20011,34.90973851,-8.96651368,Rufiji,4,80.0,True
12096snr,36.69730854,-8.09287542,Rufiji,3,50.0,True
52980vjo,38.50634785,-10.69916123,Ruvuma / Southern Coast,33,1.0,True
41433py,38.32504993,-4.4646094000000005,Pangani,1,1.0,True
21810uh,32.37010024,-3.28153625,Lake Tanganyika,3,0.0,True
8064lsp,34.94854563,-4.58415906,Internal,2,1.0,True
72386i,31.94132704,-3.50042849,Lake Tanganyika,5,0.0,
6948af,35.47615585,-4.27062187,Internal,1,150.0,True
61190e,37.5809503,-3.24999421,Pangani,4,1.0,True
29182,33.44539334,-8.42619281,Lake Rukwa,1,0.0,True
5277,32.14169344,-2.4380498,Lake Victoria,5,0.0,True
21792dp,39.02531107,-7.47733382,Rufiji,4,5153.0,True
34375oo,38.70362303,-5.11352127,Pangani,3,60.0,True
26402jgw,32.51143483,-3.24447423,Lake Tanganyika,3,0.0,True
65213f,35.80843853,-4.53717049,Internal,1,0.0,True
34298h,37.68101702,-3.78304532,Pangani,2,1.0,True
72359bit,31.55005804,-8.29425652,Lake Tanganyika,2,,True
19234jz,31.42618596,-1.25182654,Lake Victoria,7,0.0,True
1408kpm,29.68066628,-4.88283669,Lake Tanganyika,4,0.0,False
60705,37.48637183,-3.29725682,Pangani,4,1.0,False
19262l,37.52799121,-3.29991501,Pangani,4,1.0,False
61177uiz,34.33758703,-3.14687286,Internal,6,0.0,True
11352,31.77895223,-2.46422032,Lake Victoria,8,0.0,True
19595dq,39.66683436,-7.90658417,Rufiji,60,6.0,True
2523v,39.13603616,-6.6852803,Wami / Ruvu,1,2353.0,True
51714glh,34.18544377,-9.34594887,Lake Nyasa,3,0.0,False
47206,35.48178632,-10.62878902,Lake Nyasa,2,0.0,True
54871qj,39.15886765,-6.89916957,Wami / Ruvu,2,200.0,
30036,36.67715645,-8.30584715,Rufiji,3,440.0,True
24034int,35.86448753,-7.74621128,Rufiji,7,,True
7334,37.61028695,-3.81223145,Pangani,2,200.0,True
70461,35.20566532,-8.62539799,Rufiji,2,0.0,True
74188kv,34.87189632,-4.66595552,Internal,2,1.0,
52643pft,32.88212622,-5.79626347,Lake Tanganyika,5,0.0,True
30990,34.04220222,-1.12198399,Lake Victoria,6,300.0,True
20637ipx,34.00349791,-9.45782098,Lake Nyasa,3,0.0,True
52547hr,34.47418926,-8.5825774,Rufiji,7,,True
15529,0.0,-2e-08,Lake Victoria,1,0.0,True
48505mg,30.57137878,-2.53530178,Lake Victoria,30,0.0,True
5968rj,34.76771101,-9.08977446,Rufiji,4,65.0,True
17278u,39.36122479,-8.63293287,Ruvuma / Southern Coast,13,530.0,True
55164x,37.51263270000001,-3.54246104,Pangani,2,250.0,True
21952,37.49372025,-3.25334355,Pangani,4,1.0,False
30140fil,39.097249700000006,-7.33249122,Rufiji,43,1015.0,True
23296,36.40445422,-8.67348892,Rufiji,4,269.0,True
59327za,34.61425389,-10.51620275,Lake Nyasa,5,44.0,True
34823r,36.19342106,-11.30755506,Ruvuma / Southern Coast,5,300.0,True
14675kaz,36.52788813,-3.40199738,Internal,2,300.0,True
36360fl,35.22406693,-3.84856285,Internal,3,174.0,True
59257,35.09972631,-4.12707902,Internal,3,174.0,True
68473hj,39.12016025,-6.89327148,Wami / Ruvu,2,100.0,
6592,38.87692779,-10.96571112,Ruvuma / Southern Coast,33,1.0,True
39088k,39.09728159,-6.96544389,Wami / Ruvu,2,100.0,
15044zo,32.97478961,-4.29289629,Lake Tanganyika,1,0.0,True
45312,36.99785396,-7.59155407,Rufiji,1,100.0,True
25635w,36.35965746,-8.78094458,Rufiji,4,300.0,True
3246vw,32.93829975,-2.0449828,Lake Victoria,1,450.0,True
72352ax,36.82266275,-3.18093024,Internal,7,130.0,True
2427x,39.05502082,-5.05565842,Pangani,4,25.0,True
15178,36.01417354,-7.29024669,Rufiji,1,1.0,True
32145byw,30.45466937,-2.81423432,Lake Victoria,30,0.0,True
38563,0.0,-2e-08,Lake Victoria,2,,True
57980ewu,37.07631108,-7.75049884,Rufiji,3,,True
58115nb,31.37896797,-7.56560582,Lake Rukwa,3,1.0,False
6905ki,35.79752145,-5.81173472,Wami / Ruvu,6,0.0,True
38261,34.66685635,-11.09121638,Lake Nyasa,3,90.0,True
46317n,31.60305482,-1.77016599,Lake Victoria,3,0.0,True
47744dak,39.40216528,-9.66421358,Ruvuma / Southern Coast,23,323.0,False
4674,34.99770393,-8.16840947,Rufiji,2,0.0,True
7464fk,38.57391731,-4.90083117,Pangani,2,200.0,True
54386dg,36.13455183,-8.92052381,Rufiji,4,500.0,True
58753msz,31.02268638,-7.49913319,Lake Tanganyika,3,1.0,
8734aqv,34.66369573,-9.31873846,Rufiji,4,150.0,True
20205rkh,39.03320791,-8.54965789,Ruvuma / Southern Coast,13,285.0,True
57641bsg,29.764977500000004,-4.67223442,Lake Tanganyika,3,233.0,True
3215rs,38.83424318,-7.14183092,Wami / Ruvu,33,500.0,True
20872p,31.55720281,-1.84089912,Lake Victoria,3,0.0,True
34554iik,32.78179076,-8.98814978,Lake Rukwa,6,0.0,True
9793dx,37.6245637,-6.13091602,Wami / Ruvu,6,110.0,True
43016fun,36.32783871,-6.27912483,Wami / Ruvu,1,0.0,True
4435f,38.10835711,-4.71428961,Pangani,2,400.0,True
32760xch,37.52156393,-3.44731155,Pangani,4,180.0,True
11879,34.92292282,-9.14583278,Rufiji,4,120.0,True
10835v,30.86461018,-3.16873479,Lake Tanganyika,1,300.0,True
24198qmt,33.15662457,-2.47866158,Lake Victoria,2,0.0,True
14783vo,37.61165523,-3.23483118,Pangani,1,,True
49627emn,33.15450332,-2.80045839,Lake Victoria,4,,True
16898a,33.46100674,-4.57527833,Internal,2,0.0,True
18730gvy,33.84789181,-9.532079800000002,Lake Nyasa,3,0.0,True
51370,30.29940406,-4.97676426,Lake Tanganyika,3,,True
42001mmh,33.48193373,-2.85764234,Lake Victoria,4,0.0,True
45954p,31.53679211,-2.78513942,Lake Tanganyika,4,0.0,True
4072uz,31.73254996,-2.41536377,Lake Victoria,8,0.0,True
25132or,35.93034589,-8.25966148,Rufiji,7,35.0,True
37522,30.3192299,-4.31201781,Lake Tanganyika,2,250.0,True
9850ylc,33.30292914,-3.18220007,Lake Victoria,4,0.0,True
11736a,34.91687863,-8.96603222,Rufiji,4,,True
72024,35.63107272,-4.24628312,Internal,1,300.0,True
34272eg,34.83386179,-4.0175904000000005,Internal,1,,True
27733l,34.05614328,-3.09955825,Lake Victoria,2,0.0,True
19274sex,33.34608706,-2.65081407,Lake Victoria,2,0.0,True
70026,31.46780452,-2.7942537,Lake Victoria,6,0.0,True
21745,33.53389261,-9.17126708,Lake Nyasa,4,0.0,True
47134gjv,0.0,-2e-08,Lake Victoria,6,0.0,True
47471,37.25971343,-11.17485029,Ruvuma / Southern Coast,1,1.0,True
33789bvo,31.56747238,-1.67668655,Lake Victoria,3,0.0,True
48621eyz,35.08551612,-9.87884452,Lake Nyasa,5,152.0,True
68054ls,32.95059257,-4.85736774,Lake Tanganyika,3,0.0,True
50879d,31.68666434,-2.80907675,Lake Victoria,4,0.0,True
60376mj,33.64240883,-8.7617393,Rufiji,7,0.0,True
27378fd,38.59002927,-10.20476973,Ruvuma / Southern Coast,3,,True
42383,38.67316377,-5.18084456,Pangani,3,200.0,True
74085,37.61762232,-3.78452177,Pangani,2,42.0,True
55074sys,35.45577346,-4.44706389,Internal,2,358.0,
46138,32.96359356,-2.54592077,Lake Victoria,3,0.0,True
27695lby,35.03883464,-8.82961228,Rufiji,4,40.0,True
30098,34.87673464,-4.68201384,Internal,2,120.0,True
25576qhm,32.16891271,-3.38106654,Lake Tanganyika,5,0.0,True
10479zqp,37.63423744,-3.28521981,Pangani,1,1.0,True
59522l,30.0624067,-4.31547568,Lake Tanganyika,2,350.0,True
57162v,38.99433225,-10.3292929,Ruvuma / Southern Coast,53,560.0,True
17413vew,33.30755142,-3.08537978,Lake Victoria,4,,True
2080dz,32.45009748,-3.23431011,Lake Tanganyika,3,0.0,True
64577,36.34938644,-6.22397625,Wami / Ruvu,1,0.0,True
28942x,38.75503078,-10.38274596,Ruvuma / Southern Coast,3,420.0,True
8686,36.68398453,-8.14930451,Rufiji,3,800.0,True
9182agr,32.400056,-3.43329832,Lake Tanganyika,3,0.0,True
20207j,29.67665482,-4.76245942,Lake Tanganyika,3,211.0,True
16679l,38.76003406,-7.98775851,Rufiji,53,1.0,True
11991o,34.872966299999995,-4.54344497,Internal,2,1.0,True
2484e,38.66598524,-5.80217979,Pangani,5,20.0,False
58277,36.9176034,-5.71401369,Wami / Ruvu,5,1.0,True
51371zdw,30.86352311,-1.43992385,Lake Victoria,1,0.0,True
32063r,33.33982183,-8.88246787,Lake Rukwa,2,0.0,True
69226,31.59665847,-1.82960898,Lake Victoria,3,0.0,True
47870,29.68442893,-4.69940189,Lake Tanganyika,3,855.0,True
3634u,38.81147239,-4.82469564,Pangani,8,1.0,True
46652l,33.02165386,-4.83138564,Lake Tanganyika,1,0.0,True
59430,31.81621197,-1.21642255,Lake Victoria,2,0.0,True
3948jsf,32.0250299,-3.34641652,Lake Tanganyika,5,0.0,False
21067do,34.81688229,-9.54322773,Lake Nyasa,4,250.0,True
31713jjh,37.84626234,-6.80318799,Wami / Ruvu,2,250.0,True
19346ey,31.75510651,-2.42508021,Lake Victoria,8,,True
1775wj,32.71194283,-8.84456005,Lake Rukwa,6,0.0,False
25178wm,32.94592567,-2.08143024,Lake Victoria,1,1020.0,True
30241bja,35.30328974,-8.151777099999999,Rufiji,2,0.0,True
31034pg,37.46365287,-3.35191841,Pangani,4,15.0,True
33553zjd,30.87655918,-1.54702151,Lake Victoria,1,0.0,True
53697yqd,0.0,-2e-08,Lake Victoria,1,0.0,
13285khr,33.47109194,-3.65297166,Internal,7,0.0,
38383hpr,35.45175714,-10.69151918,Ruvuma / Southern Coast,4,125.0,True
19061,33.31256142,-3.84543677,Internal,3,0.0,True
32551qi,34.22983179,-9.3644773,Lake Nyasa,3,0.0,True
21065nuk,32.97594506,-4.86648858,Lake Tanganyika,3,0.0,True
62237wn,37.60128712,-3.32617876,Pangani,4,1.0,True
29950m,38.38453306,-6.31156494,Wami / Ruvu,1,20.0,True
64684ng,34.71817687,-4.88043725,Internal,4,69.0,True
6081ng,34.59237041,-9.27877605,Rufiji,4,,True
3640,36.80385679,-3.47678927,Pangani,2,100.0,True
69862gac,38.85811956,-5.10828981,Pangani,3,80.0,True
14082,33.87047576,-1.53070474,Lake Victoria,3,60.0,
71302,32.41204522,-3.26983665,Lake Tanganyika,3,0.0,True
11549,37.90918211,-9.94300157,Ruvuma / Southern Coast,43,250.0,False
5116,32.96089039,-2.64259728,Lake Victoria,7,0.0,
66603u,38.40456611,-6.12399125,Wami / Ruvu,1,,True
20685n,29.79964503,-4.52241132,Lake Tanganyika,2,350.0,True
44654,33.79651467,-3.57351204,Internal,8,0.0,True
65214oc,33.54280265,-9.17616851,Lake Nyasa,4,,True
19542qrz,32.74275693,-2.90068809,Lake Victoria,5,0.0,True
20122fk,39.13008717,-10.57238528,Ruvuma / Southern Coast,33,280.0,True
15760j,33.19276272,-2.7512896,Lake Victoria,4,0.0,True
69542,0.0,-2e-08,Lake Victoria,6,0.0,True
8263d,37.74119084,-3.98599708,Pangani,3,120.0,True
66753yc,37.64918748,-3.14906599,Pangani,1,1.0,True
64690ejl,34.67950766,-2.14924502,Lake Victoria,2,60.0,
48178nz,34.48343707,-1.35061562,Lake Victoria,1,200.0,True
55522,38.66822285,-7.46759702,Rufiji,33,1.0,True
38157rb,38.18045246,-5.4613190000000005,Pangani,6,400.0,True
44506wa,38.89884883,-6.44317203,Wami / Ruvu,1,100.0,True
57174d,38.23424145,-5.35169253,Pangani,6,200.0,False
46378gj,37.22649694,-3.25852673,Pangani,5,90.0,True
58390zj,33.53870498,-8.93730289,Rufiji,2,0.0,True
25232,35.80243408,-2.9850898,Internal,5,145.0,True
57258ec,34.80504620000001,-9.64886054,Lake Nyasa,4,22.0,True
20382ju,39.0595482,-7.62924328,Rufiji,53,1.0,True
26220yi,31.62829033,-7.94427391,Lake Rukwa,4,2530.0,False
89h,36.08978232,-6.6907959,Rufiji,1,0.0,True
16438rs,37.62234392,-3.28636134,Pangani,1,1.0,True
11416rh,0.0,-2e-08,Lake Victoria,1,0.0,
7221x,36.12786183,-10.46362501,Rufiji,5,,False
20028pqc,34.95403156,-9.86733493,Lake Nyasa,5,,True
59420t,38.81121679,-4.82717015,Pangani,8,30.0,True
9770zd,34.83569936,-10.98750402,Lake Nyasa,3,30.0,
45510qc,31.44531171,-8.27910345,Lake Tanganyika,2,70.0,True
14924iza,39.32318452,-10.61796369,Ruvuma / Southern Coast,33,210.0,True
52979,38.50200217,-4.7798585,Pangani,1,1.0,True
5291aee,0.0,-2e-08,Lake Victoria,2,0.0,True
46549x,32.9754289,-4.91800442,Lake Tanganyika,3,0.0,True
45439usq,32.62838842,-8.69018463,Lake Rukwa,6,0.0,False
69379qvf,33.07069904,-2.10846451,Lake Victoria,1,246.0,True
30775,33.51619836,-1.83430952,Lake Victoria,3,45.0,
40847aob,34.84975272,-10.74378499,Lake Nyasa,3,60.0,
26627k,32.51050551,-4.39732604,Lake Tanganyika,3,0.0,True
66498,30.16129587,-4.47294971,Lake Tanganyika,2,540.0,True
8465,34.43043496,-1.37279805,Lake Victoria,1,50.0,False
782uf,32.08379067,-8.48339295,Lake Rukwa,2,400.0,True
18829l,33.90563008,-9.61976273,Lake Nyasa,3,0.0,True
67735,37.42462233,-6.91713764,Wami / Ruvu,6,90.0,True
28909,34.55898235,-9.73182959,Lake Nyasa,5,,True
44269tlt,37.53681449,-3.30123692,Pangani,4,1.0,False
5415,32.0875088,-3.45161795,Lake Tanganyika,5,0.0,True
5759arn,36.61761258,-3.25889187,Pangani,2,150.0,True
22936,36.89741052,-3.36323276,Pangani,7,130.0,True
66423,39.15087861,-10.38981592,Ruvuma / Southern Coast,53,620.0,
38140,36.44971165,-5.94872827,Wami / Ruvu,3,0.0,True
60313q,38.52700679,-11.16401287,Ruvuma / Southern Coast,63,99.0,True
10242,36.69744644,-3.31750771,Pangani,2,200.0,True
46865n,30.56138561,-5.74697134,Lake Tanganyika,1,1.0,True
5589w,0.0,-2e-08,Lake Victoria,1,0.0,False
21141,38.59351501,-4.87698536,Pangani,2,60.0,True
32361php,36.00937843,-10.53145132,Rufiji,5,450.0,True
25692w,33.86434384,-8.82834831,Rufiji,7,0.0,True
30213yn,32.6908744,-2.56849749,Lake Victoria,5,0.0,True
34176zds,32.99446518,-2.07007443,Lake Victoria,1,1500.0,True
18875vp,37.60274724,-3.29077828,Pangani,1,1.0,True
19102rg,34.37276786,-8.76942692,Rufiji,7,0.0,False
51699kyq,33.21999498,-3.66336113,Internal,3,0.0,True
53761,0.0,-2e-08,Lake Victoria,6,0.0,True
73367n,32.11782702,-3.60644526,Lake Tanganyika,5,0.0,
50957ee,0.0,-2e-08,Lake Victoria,1,0.0,False
23014a,33.0667994,-2.56191429,Lake Victoria,2,0.0,True
66976zib,35.57975217,-4.10531946,Internal,1,145.0,True
52436,33.52877101,-3.23259007,Lake Victoria,2,0.0,True
3402p,35.41908864,-4.03795133,Internal,3,137.0,True
65763,34.21215953,-4.35495311,Internal,1,258.0,True
33725esx,39.57785607,-10.14574164,Ruvuma / Southern Coast,23,,True
66518uy,37.54288934,-3.30759052,Pangani,4,75.0,True
13536xh,37.97821832,-4.39786283,Pangani,3,680.0,False
29378yku,35.59909399,-6.08734105,Internal,5,0.0,True
27291m,32.4840343,-3.31813257,Lake Tanganyika,3,0.0,True
59249f,32.29349634,-3.47524913,Lake Tanganyika,5,0.0,True
4841gzy,37.20002341,-4.45874493,Pangani,4,300.0,True
14102emk,34.6576725,-9.05905825,Rufiji,4,75.0,True
37723ww,33.92240722,-9.48559469,Lake Nyasa,3,,True
16855fwq,32.79325317,-9.13686032,Lake Rukwa,6,0.0,True
30106tf,34.60696123,-9.3743838,Rufiji,4,150.0,True
48019wwm,39.76165770000001,-10.87721968,Ruvuma / Southern Coast,4,400.0,True
48536a,36.98204213,-6.14039791,Wami / Ruvu,1,800.0,True
37967myf,39.42490957,-10.54570006,Ruvuma / Southern Coast,4,350.0,True
3236xvw,37.57944973,-3.12773652,Pangani,1,,True
55345r,36.11399103,-2.72848445,Internal,6,400.0,True
10355gn,34.49721727,-5.70678782,Rufiji,3,1200.0,False
41454v,37.62982453,-3.98096347,Pangani,3,80.0,True
1741,31.6157464,-1.61934485,Lake Victoria,3,0.0,True
63429tt,34.65183627,-1.75586539,Lake Victoria,2,500.0,True
42642,37.02978253,-3.51025829,Pangani,4,200.0,True
65474,37.43917561,-3.29775885,Pangani,4,55.0,True
4821,34.10475043,-9.3685054,Lake Nyasa,3,0.0,True
18787v,35.13794044,-8.63907059,Rufiji,2,0.0,True
57556q,36.638973,-3.32453907,Pangani,2,150.0,True
57950yf,36.86441863,-3.65870423,Pangani,4,200.0,True
40320g,34.89385388,-9.06079526,Rufiji,4,,True
59704cj,37.12782992,-3.14706269,Pangani,7,1.0,True
19257,37.18765377,-3.24862615,Pangani,5,60.0,True
41336ve,33.64427624,-3.10992847,Lake Victoria,2,0.0,True
20182nut,30.97059976,-6.24689582,Lake Rukwa,1,500.0,True
52629m,33.27619067,-2.09258685,Lake Victoria,4,500.0,False
7897g,39.86158641,-10.76075964,Ruvuma / Southern Coast,1,700.0,True
71021,34.7666422,-8.57226349,Rufiji,2,0.0,True
31727azq,38.81070176,-5.11573159,Pangani,3,300.0,True
37557mwy,34.80219142,-4.79232989,Internal,4,120.0,True
36547mkd,38.41549591,-5.22788756,Pangani,6,150.0,True
53864pqv,34.96392825,-5.83236764,Internal,3,250.0,True
7229yq,29.6388149,-4.85798456,Lake Tanganyika,4,0.0,False
13315,34.96135831,-4.69576864,Internal,2,1.0,True
10465azc,0.0,-2e-08,Lake Victoria,2,0.0,True
32508x,36.77181665,-8.07189411,Rufiji,3,400.0,True
24543ffh,36.52652902,-3.4005912000000005,Internal,2,100.0,True
11916npc,34.48290245,-9.71658121,Lake Nyasa,5,65.0,True
23866g,38.90878139,-6.49294258,Wami / Ruvu,1,50.0,True
11191nx,30.1180191,-4.82902659,Lake Tanganyika,2,740.0,True
17596,38.32033652,-6.55684072,Wami / Ruvu,1,60.0,True
19273m,40.27913624,-10.5360558,Ruvuma / Southern Coast,1,400.0,True
43652mhy,32.04284711,-6.82656326,Lake Rukwa,1,230.0,True
68467,36.89542927,-3.37865974,Pangani,7,150.0,True
48901oq,38.62607739,-5.20913445,Pangani,3,50.0,True
33622jn,33.23190967,-8.95180265,Lake Rukwa,2,0.0,True
68432mn,35.02640546,-11.56432357,Lake Nyasa,3,350.0,True
50443o,37.59124741,-3.15153256,Pangani,1,1.0,True
74236,36.58103974,-6.05197256,Wami / Ruvu,3,0.0,True
1347ukj,30.53731541,-2.85043383,Lake Victoria,30,0.0,True
55447nk,32.99146079,-2.68187781,Lake Victoria,7,0.0,
16362tyz,33.37569753,-2.79466512,Lake Victoria,4,0.0,True
19344ee,33.32259859,-7.91176132,Lake Rukwa,1,0.0,True
4295,36.63243008,-3.31924052,Pangani,2,150.0,True
22881xif,38.54289181,-8.46935595,Rufiji,53,1.0,True
11010b,35.72440473,-8.26442474,Rufiji,2,0.0,True
43140rp,37.9085979,-4.49677182,Pangani,3,1180.0,True
49775,30.60093967,-1.20693312,Lake Victoria,1,0.0,True
34482dem,38.57420243,-5.86149791,Pangani,6,150.0,False
72330yn,31.5198515,-8.30145491,Lake Tanganyika,2,300.0,True
13625,30.05433786,-4.89842189,Lake Tanganyika,2,950.0,True
5309,38.79882405,-4.85687702,Pangani,8,40.0,True
40563,0.0,-2e-08,Lake Victoria,1,0.0,False
50709cbg,0.0,-2e-08,Lake Victoria,1,0.0,True
2834,33.56067324,-9.26965795,Lake Nyasa,4,0.0,True
30624pb,37.81529632,-6.90658081,Wami / Ruvu,2,,True
55188smk,37.96018767,-9.66657936,Ruvuma / Southern Coast,43,350.0,True
67538lww,34.83085921,-5.04425765,Internal,2,1.0,True
61508j,37.13538670000001,-6.78145649,Wami / Ruvu,1,250.0,
39621,39.88983872,-10.28329071,Ruvuma / Southern Coast,1,300.0,True
12268ah,33.51799356,-3.43773304,Internal,8,,False
55253kcg,35.35122161,-9.89395639,Lake Nyasa,2,0.0,True
17659i,38.29105103,-5.78405325,Pangani,6,,True
54610m,36.63195892,-3.25512414,Pangani,2,150.0,True
57454s,31.31763606,-2.77271085,Lake Tanganyika,4,0.0,True
60348h,38.27266601,-6.98165643,Wami / Ruvu,2,200.0,True
42980ged,33.01702535,-5.23615297,Lake Tanganyika,3,0.0,True
66722woq,33.68305952,-3.0631815,Lake Victoria,2,0.0,True
71813,31.70184892,-8.59109049,Lake Rukwa,2,250.0,True
44200a,35.90916425,-6.08478229,Wami / Ruvu,5,0.0,True
57826d,38.04647227,-4.26904114,Pangani,3,100.0,True
9521lf,34.33086832,-1.96887634,Lake Victoria,2,600.0,False
63061a,36.64789962,-6.26317208,Wami / Ruvu,3,0.0,True
12240ovx,37.48402722,-3.33390627,Pangani,4,20.0,True
7440p,37.01197684,-3.16659301,Pangani,7,1.0,True
63483t,33.08248419,-3.85059748,Internal,3,0.0,False
21939lvp,35.08391965,-9.06812126,Rufiji,4,50.0,True
36280fi,36.56641806,-3.26454513,Pangani,2,200.0,True
6354xy,39.434248,-7.09943384,Wami / Ruvu,3,89.0,True
46823uqq,33.35718936,-3.61622935,Internal,7,0.0,True
5250sa,33.3578108,-4.01648793,Internal,2,,True
72255f,34.55879054,-1.74389763,Lake Victoria,2,300.0,
2004ee,35.06718242,-8.56982577,Rufiji,2,0.0,True
2628g,36.94397351,-3.40197564,Pangani,7,120.0,True
